ID	ID V 4.0	ID SwissFIR	name E	synonyms E	category E	specific gravity	energy kJ	unit	matrix unit	value type	source	energy kcal	unit	matrix unit	value type	source	protein	unit	matrix unit	value type	source	alcohol	unit	matrix unit	value type	source	water	unit	matrix unit	value type	source	carbohydrates, available	unit	matrix unit	value type	source	starch	unit	matrix unit	value type	source	sugars	unit	matrix unit	value type	source	dietary fibres	unit	matrix unit	value type	source	fat, total	unit	matrix unit	value type	source	cholesterol	unit	matrix unit	value type	source	fatty acids, monounsaturated	unit	matrix unit	value type	source	fatty acids, saturated	unit	matrix unit	value type	source	fatty acids, polyunsaturated	unit	matrix unit	value type	source	vitamin A activity	unit	matrix unit	value type	source	all-trans retinol equivalents	unit	matrix unit	value type	source	beta-carotene activity	unit	matrix unit	value type	source	beta-carotene	unit	matrix unit	value type	source	vitamin B1 (thiamine)	unit	matrix unit	value type	source	vitamin B2 (riboflavin)	unit	matrix unit	value type	source	vitamin B6 (pyridoxine)	unit	matrix unit	value type	source	vitamin B12 (cobalamin)	unit	matrix unit	value type	source	niacin	unit	matrix unit	value type	source	folate	unit	matrix unit	value type	source	pantothenic acid	unit	matrix unit	value type	source	vitamin C (ascorbic acid)	unit	matrix unit	value type	source	vitamin D (calciferol)	unit	matrix unit	value type	source	vitamin E activity	unit	matrix unit	value type	source	sodium (Na)	unit	matrix unit	value type	source	potassium (K)	unit	matrix unit	value type	source	chloride (Cl)	unit	matrix unit	value type	source	calcium (Ca)	unit	matrix unit	value type	source	magnesium (Mg)	unit	matrix unit	value type	source	phosphorus (P)	unit	matrix unit	value type	source	iron (Fe)	unit	matrix unit	value type	source	iodide (I)	unit	matrix unit	value type	source	zinc (Zn)	unit	matrix unit	value type	source	record has changed
1479			Apple pie, baked (with puff pastry)		"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins"		593	kilojoule	per 100g edible portion	weighted	Computed value	142	kilocalorie	per 100g edible portion	weighted	Computed value	2.3	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	72.5	gram	per 100g edible portion	weighted	Computed value	16.5	gram	per 100g edible portion	weighted	Computed value	6.9	gram	per 100g edible portion	weighted	Computed value	9.5	gram	per 100g edible portion	weighted	Computed value	1.7	gram	per 100g edible portion	weighted	Computed value	7	gram	per 100g edible portion	weighted	Computed value	39	milligram	per 100g edible portion	weighted	Computed value	1.7	gram	per 100g edible portion	weighted	Computed value	3.9	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	73	retinol equivalent	per 100g edible portion	weighted	Computed value	69	retinol equivalent	per 100g edible portion	weighted	Computed value	46	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	37	microgram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.31	microgram	per 100g edible portion	weighted	Computed value	0.32	milligram	per 100g edible portion	weighted	Computed value	6.2	microgram	per 100g edible portion	weighted	Computed value	0.18	milligram	per 100g edible portion	weighted	Computed value	2.7	milligram	per 100g edible portion	weighted	Computed value	0.2	microgram	per 100g edible portion	weighted	Computed value	0.52	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	94	milligram	per 100g edible portion	weighted	Computed value	110	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	20	milligram	per 100g edible portion	weighted	Computed value	6.6	milligram	per 100g edible portion	weighted	Computed value	37	milligram	per 100g edible portion	weighted	Computed value	0.4	milligram	per 100g edible portion	weighted	Computed value	3	microgram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	VRAI
1480			Apple pie, baked (with cake dough)		"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins"		561	kilojoule	per 100g edible portion	weighted	Computed value	134	kilocalorie	per 100g edible portion	weighted	Computed value	2.7	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	71.8	gram	per 100g edible portion	weighted	Computed value	18.8	gram	per 100g edible portion	weighted	Computed value	9.2	gram	per 100g edible portion	weighted	Computed value	9.5	gram	per 100g edible portion	weighted	Computed value	1.8	gram	per 100g edible portion	weighted	Computed value	4.9	gram	per 100g edible portion	weighted	Computed value	33	milligram	per 100g edible portion	weighted	Computed value	1.2	gram	per 100g edible portion	weighted	Computed value	2.6	gram	per 100g edible portion	weighted	Computed value	0.4	gram	per 100g edible portion	weighted	Computed value	52	retinol equivalent	per 100g edible portion	weighted	Computed value	48	retinol equivalent	per 100g edible portion	weighted	Computed value	36	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	28	microgram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.31	microgram	per 100g edible portion	weighted	Computed value	0.41	milligram	per 100g edible portion	weighted	Computed value	6.4	microgram	per 100g edible portion	weighted	Computed value	0.19	milligram	per 100g edible portion	weighted	Computed value	2.7	milligram	per 100g edible portion	weighted	Computed value	0.2	microgram	per 100g edible portion	weighted	Computed value	0.49	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	100	milligram	per 100g edible portion	weighted	Computed value	110	milligram	per 100g edible portion	weighted	Computed value	150	milligram	per 100g edible portion	weighted	Computed value	20	milligram	per 100g edible portion	weighted	Computed value	7.3	milligram	per 100g edible portion	weighted	Computed value	40	milligram	per 100g edible portion	weighted	Computed value	0.4	milligram	per 100g edible portion	weighted	Computed value	3.1	microgram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	VRAI
627	4343	1001174	Applesauce, sweetened, canned		Fruit/Cooked fruit (incl. cans)		380	kilojoule	per 100g edible portion	weighted	Computed value	90	kilocalorie	per 100g edible portion	weighted	Computed value	0.3	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	76.5	gram	per 100g edible portion	weighted	22	20.5	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22	20.4	gram	per 100g edible portion	weighted	22	1.9	gram	per 100g edible portion	weighted	22	0.3	gram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22																					0.02	milligram	per 100g edible portion	weighted	22	0.02	milligram	per 100g edible portion	weighted	22	0.04	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.08	milligram	per 100g edible portion	weighted	22	5.9	microgram	per 100g edible portion	weighted	22	0.08	milligram	per 100g edible portion	weighted	22	2.2	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.34	alpha-tocopherol equivalent	per 100g edible portion	weighted	22	3.6	milligram	per 100g edible portion	weighted	22	97	milligram	per 100g edible portion	weighted	22	2.1	milligram	per 100g edible portion	weighted	22	4.4	milligram	per 100g edible portion	weighted	22	3.6	milligram	per 100g edible portion	weighted	22	8.1	milligram	per 100g edible portion	weighted	22	0.2	milligram	per 100g edible portion	weighted	22	0.7	microgram	per 100g edible portion	weighted	22	0.1	milligram	per 100g edible portion	weighted	22	FAUX
628	4344	1001175	Applesauce, unsweetened, canned		Fruit/Cooked fruit (incl. cans)		232	kilojoule	per 100g edible portion	weighted	Computed value	55	kilocalorie	per 100g edible portion	weighted	Computed value	0.3	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	85	gram	per 100g edible portion	weighted	22	11.7	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22	11.6	gram	per 100g edible portion	weighted	22	2.1	gram	per 100g edible portion	weighted	22	0.3	gram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22																					0.02	milligram	per 100g edible portion	weighted	22	0.02	milligram	per 100g edible portion	weighted	22	0.04	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.09	milligram	per 100g edible portion	weighted	22	6.5	microgram	per 100g edible portion	weighted	22	0.08	milligram	per 100g edible portion	weighted	22	2.5	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.43	alpha-tocopherol equivalent	per 100g edible portion	weighted	22	4	milligram	per 100g edible portion	weighted	22	110	milligram	per 100g edible portion	weighted	22	2.2	milligram	per 100g edible portion	weighted	22	4.8	milligram	per 100g edible portion	weighted	22	4	milligram	per 100g edible portion	weighted	22	9	milligram	per 100g edible portion	weighted	22	0.2	milligram	per 100g edible portion	weighted	22	0.8	microgram	per 100g edible portion	weighted	22	0.1	milligram	per 100g edible portion	weighted	22	VRAI
568	3712	1001093	Apple juice		"Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices"	1	189	kilojoule	per 100ml food volume	weighted	Computed value	44	kilocalorie	per 100ml food volume	weighted	Computed value	0.1	gram	per 100ml food volume	weighted	12	0	gram	per 100ml food volume	weighted	22	87.7	gram	per 100ml food volume	weighted	22	10.8	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	43	10.3	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	43	0.1	gram	per 100ml food volume	weighted	12	0	milligram	per 100ml food volume	weighted	51	0	gram	per 100ml food volume	weighted	34	0	gram	per 100ml food volume	weighted	34	0.1	gram	per 100ml food volume	weighted	34	0	retinol equivalent	per 100ml food volume	weighted	51	0	retinol equivalent	per 100ml food volume	weighted	51	0	beta-carotene equivalent	per 100ml food volume	weighted	85						0.02	milligram	per 100ml food volume	weighted	22	0.02	milligram	per 100ml food volume	weighted	22	0.04	milligram	per 100ml food volume	weighted	22	0	microgram	per 100ml food volume	weighted	43	0.16	milligram	per 100ml food volume	weighted	22	1	microgram	per 100ml food volume	weighted	43	0.07	milligram	per 100ml food volume	weighted	22	7.4	milligram	per 100ml food volume	weighted	9	0	microgram	per 100ml food volume	weighted	22	0.51	alpha-tocopherol equivalent	per 100ml food volume	weighted	9	2.3	milligram	per 100ml food volume	weighted	22	120	milligram	per 100ml food volume	weighted	22	2	milligram	per 100ml food volume	weighted	9	6.7	milligram	per 100ml food volume	weighted	22	5.5	milligram	per 100ml food volume	weighted	22	8	milligram	per 100ml food volume	weighted	22	0.2	milligram	per 100ml food volume	weighted	22	2	microgram	per 100ml food volume	weighted	9	0.1	milligram	per 100ml food volume	weighted	9	VRAI
512	4633	1001015	Cider, 4 vol%		Alcoholic beverages/Wine	1	132	kilojoule	per 100ml food volume	weighted	Computed value	32	kilocalorie	per 100ml food volume	weighted	Computed value	0	gram	per 100ml food volume	weighted	43	3.1	gram	per 100ml food volume	weighted	43	93.2	gram	per 100ml food volume	weighted	43	2.5	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	2.5	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	51	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	retinol equivalent	per 100ml food volume	weighted	51	0	retinol equivalent	per 100ml food volume	weighted	51	1	beta-carotene equivalent	per 100ml food volume	weighted	51	1	microgram	per 100ml food volume	weighted	8	0	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0.01	milligram	per 100ml food volume	weighted	43	0	microgram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	microgram	per 100ml food volume	weighted	43	0.04	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	microgram	per 100ml food volume	weighted	43	0	alpha-tocopherol equivalent	per 100ml food volume	weighted	43	4	milligram	per 100ml food volume	weighted	43	120	milligram	per 100ml food volume	weighted	43	5	milligram	per 100ml food volume	weighted	22	9	milligram	per 100ml food volume	weighted	43	4	milligram	per 100ml food volume	weighted	43	5	milligram	per 100ml food volume	weighted	43	0.8	milligram	per 100ml food volume	weighted	43	10	microgram	per 100ml food volume	weighted	9	0.2	milligram	per 100ml food volume	weighted	9	VRAI
513	4692	1001016	Cider, 6.2 vol%		Alcoholic beverages/Wine	1	269	kilojoule	per 100ml food volume	weighted	Computed value	64	kilocalorie	per 100ml food volume	weighted	Computed value	0	gram	per 100ml food volume	weighted	9	5	gram	per 100ml food volume	weighted	9	86.9	gram	per 100ml food volume	weighted	9	7.3	gram	per 100ml food volume	weighted	9	0	gram	per 100ml food volume	weighted	22	7.3	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	22	0	milligram	per 100ml food volume	weighted	51	0	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	22	0	gram	per 100ml food volume	weighted	22	0	retinol equivalent	per 100ml food volume	weighted	51	0	retinol equivalent	per 100ml food volume	weighted	51	1	beta-carotene equivalent	per 100ml food volume	weighted	51	1	microgram	per 100ml food volume	weighted	8	0	milligram	per 100ml food volume	weighted	9	0	milligram	per 100ml food volume	weighted	9	0.01	milligram	per 100ml food volume	weighted	9	0.1	microgram	per 100ml food volume	weighted	9	0.01	milligram	per 100ml food volume	weighted	9	1	microgram	per 100ml food volume	weighted	9	0.03	milligram	per 100ml food volume	weighted	9	0	milligram	per 100ml food volume	weighted	22	0	microgram	per 100ml food volume	weighted	22	0	alpha-tocopherol equivalent	per 100ml food volume	weighted	22	2	milligram	per 100ml food volume	weighted	9	97	milligram	per 100ml food volume	weighted	9	5	milligram	per 100ml food volume	weighted	9	5	milligram	per 100ml food volume	weighted	9	4	milligram	per 100ml food volume	weighted	9	9	milligram	per 100ml food volume	weighted	9	0.3	milligram	per 100ml food volume	weighted	9	10	microgram	per 100ml food volume	weighted	9	0.2	milligram	per 100ml food volume	weighted	9	VRAI
554	3895	1001075	Appenzeller, at least 15% fidm		Milk and dairy products/Hard cheese		997	kilojoule	per 100g edible portion	weighted	Computed value	238	kilocalorie	per 100g edible portion	weighted	Computed value	33.8	gram	per 100g edible portion	weighted	177	0	gram	per 100g edible portion	weighted	22	48.2	gram	per 100g edible portion	weighted	177	0	gram	per 100g edible portion	weighted	1408	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	1408	0	gram	per 100g edible portion	weighted	22	11.4	gram	per 100g edible portion	weighted	177	34	milligram	per 100g edible portion	weighted	177	2.7	gram	per 100g edible portion	weighted	177	6.8	gram	per 100g edible portion	weighted	177	0.5	gram	per 100g edible portion	weighted	177	136	retinol equivalent	per 100g edible portion	weighted	51	130	retinol equivalent	per 100g edible portion	weighted	127	70	beta-carotene equivalent	per 100g edible portion	weighted	127						0.04	milligram	per 100g edible portion	weighted	35	0.44	milligram	per 100g edible portion	weighted	35	0.07	milligram	per 100g edible portion	weighted	35	1	microgram	per 100g edible portion	weighted	35	0.1	milligram	per 100g edible portion	weighted	35	15	microgram	per 100g edible portion	weighted	35	0.4	milligram	per 100g edible portion	weighted	35	0	milligram	per 100g edible portion	weighted	22	0.2	microgram	per 100g edible portion	weighted	35	0.36	alpha-tocopherol equivalent	per 100g edible portion	weighted	35	810	milligram	per 100g edible portion	weighted	177	120	milligram	per 100g edible portion	weighted	177	1240	milligram	per 100g edible portion	weighted	177	1090	milligram	per 100g edible portion	weighted	177	36	milligram	per 100g edible portion	weighted	177	730	milligram	per 100g edible portion	weighted	177	0.2	milligram	per 100g edible portion	weighted	177	35	microgram	per 100g edible portion	weighted	35	2.5	milligram	per 100g edible portion	weighted	177	VRAI
553	3894	1001074	Appenzeller, at least 45% fidm		Milk and dairy products/Hard cheese		1600	kilojoule	per 100g edible portion	weighted	Computed value	386	kilocalorie	per 100g edible portion	weighted	Computed value	24.8	gram	per 100g edible portion	weighted	177	0	gram	per 100g edible portion	weighted	22	39.6	gram	per 100g edible portion	weighted	177	0	gram	per 100g edible portion	weighted	1408	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	1408	0	gram	per 100g edible portion	weighted	22	31.7	gram	per 100g edible portion	weighted	177	95	milligram	per 100g edible portion	weighted	177	7.4	gram	per 100g edible portion	weighted	177	19	gram	per 100g edible portion	weighted	177	1.5	gram	per 100g edible portion	weighted	177	366	retinol equivalent	per 100g edible portion	weighted	51	350	retinol equivalent	per 100g edible portion	weighted	8	190	beta-carotene equivalent	per 100g edible portion	weighted	51	190	microgram	per 100g edible portion	weighted	8	0.04	milligram	per 100g edible portion	weighted	35	0.44	milligram	per 100g edible portion	weighted	35	0.07	milligram	per 100g edible portion	weighted	35	1	microgram	per 100g edible portion	weighted	35	0.1	milligram	per 100g edible portion	weighted	35	15	microgram	per 100g edible portion	weighted	35	0.4	milligram	per 100g edible portion	weighted	35	0	milligram	per 100g edible portion	weighted	22	0.6	microgram	per 100g edible portion	weighted	35	0.95	alpha-tocopherol equivalent	per 100g edible portion	weighted	35	620	milligram	per 100g edible portion	weighted	177	82	milligram	per 100g edible portion	weighted	177	960	milligram	per 100g edible portion	weighted	177	740	milligram	per 100g edible portion	weighted	177	29	milligram	per 100g edible portion	weighted	177	540	milligram	per 100g edible portion	weighted	177	0.3	milligram	per 100g edible portion	weighted	177	8.4	microgram	per 100g edible portion	weighted	"1399;1333"	4	milligram	per 100g edible portion	weighted	177	VRAI
1051	3766		Apricot, stewed, drained (without addition of sugar) 		Fruit/Cooked fruit (incl. cans)		254	kilojoule	per 100g edible portion	weighted	Computed value	60	kilocalorie	per 100g edible portion	weighted	Computed value	1	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	83.4	gram	per 100g edible portion	weighted	Computed value	12.5	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	12.5	gram	per 100g edible portion	weighted	Computed value	2.6	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	209	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	2500	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	1880	microgram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.08	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.68	milligram	per 100g edible portion	weighted	Computed value	6.1	microgram	per 100g edible portion	weighted	Computed value	0.34	milligram	per 100g edible portion	weighted	Computed value	6.1	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.88	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	2.5	milligram	per 100g edible portion	weighted	Computed value	360	milligram	per 100g edible portion	weighted	Computed value	1.2	milligram	per 100g edible portion	weighted	Computed value	19	milligram	per 100g edible portion	weighted	Computed value	12	milligram	per 100g edible portion	weighted	Computed value	25	milligram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	0.6	microgram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	VRAI
469	4047	1000952	Apricot, dried		Fruit/Dried fruit		1160	kilojoule	per 100g edible portion	weighted	Computed value	275	kilocalorie	per 100g edible portion	weighted	Computed value	5	gram	per 100g edible portion	weighted	36	0	gram	per 100g edible portion	weighted	43	17.6	gram	per 100g edible portion	weighted	36	47.9	gram	per 100g edible portion	weighted	36	0	gram	per 100g edible portion	weighted	36	43.3	gram	per 100g edible portion	weighted	36	17.7	gram	per 100g edible portion	weighted	36	0.5	gram	per 100g edible portion	weighted	36	0	milligram	per 100g edible portion	weighted	43	0.3	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0.1	gram	per 100g edible portion	weighted	43	458	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	5500	beta-carotene equivalent	per 100g edible portion	weighted	51	5500	microgram	per 100g edible portion	weighted	124	0.01	milligram	per 100g edible portion	weighted	43	0.16	milligram	per 100g edible portion	weighted	43	0.26	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	3.2	milligram	per 100g edible portion	weighted	43	13	microgram	per 100g edible portion	weighted	43	0.7	milligram	per 100g edible portion	weighted	43	8	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	4.5	alpha-tocopherol equivalent	per 100g edible portion	weighted	43	11	milligram	per 100g edible portion	weighted	36	1370	milligram	per 100g edible portion	weighted	36	5.4	milligram	per 100g edible portion	weighted	36	82	milligram	per 100g edible portion	weighted	36	50	milligram	per 100g edible portion	weighted	36	110	milligram	per 100g edible portion	weighted	36	5.2	milligram	per 100g edible portion	weighted	43	2.7	microgram	per 100g edible portion	weighted	36	0.4	milligram	per 100g edible portion	weighted	36	FAUX
621	3599	1001168	Apricot, sweetened, canned		Fruit/Cooked fruit (incl. cans)		354	kilojoule	per 100g edible portion	weighted	Computed value	84	kilocalorie	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	78	gram	per 100g edible portion	weighted	22	19	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	19	gram	per 100g edible portion	weighted	22	1.9	gram	per 100g edible portion	weighted	22	0.1	gram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	75	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	895	beta-carotene equivalent	per 100g edible portion	weighted	51	713	microgram	per 100g edible portion	weighted	89	0.03	milligram	per 100g edible portion	weighted	22	0.04	milligram	per 100g edible portion	weighted	22	0.06	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.49	milligram	per 100g edible portion	weighted	22	3.2	microgram	per 100g edible portion	weighted	22	0.23	milligram	per 100g edible portion	weighted	22	3.2	milligram	per 100g edible portion	weighted	22	0	microgram	per 100g edible portion	weighted	22	0.47	alpha-tocopherol equivalent	per 100g edible portion	weighted	22	1.8	milligram	per 100g edible portion	weighted	22	260	milligram	per 100g edible portion	weighted	22	1	milligram	per 100g edible portion	weighted	22	14	milligram	per 100g edible portion	weighted	22	9	milligram	per 100g edible portion	weighted	22	18	milligram	per 100g edible portion	weighted	22	0.4	milligram	per 100g edible portion	weighted	22	0.4	microgram	per 100g edible portion	weighted	22	0.1	milligram	per 100g edible portion	weighted	22	VRAI
379	3629	1000842	Apricot, raw		Fruit/Fresh fruit		204	kilojoule	per 100g edible portion	weighted	Computed value	48	kilocalorie	per 100g edible portion	weighted	Computed value	0.8	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	86.7	gram	per 100g edible portion	weighted	43	10	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	10	gram	per 100g edible portion	weighted	43	2.1	gram	per 100g edible portion	weighted	43	0.1	gram	per 100g edible portion	weighted	43	0	milligram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	167	retinol equivalent	per 100g edible portion	weighted	1530	0	retinol equivalent	per 100g edible portion	weighted	51	2000	beta-carotene equivalent	per 100g edible portion	weighted	1530	2000	microgram	per 100g edible portion	weighted	"105;124"	0.04	milligram	per 100g edible portion	weighted	43	0.05	milligram	per 100g edible portion	weighted	43	0.07	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.6	milligram	per 100g edible portion	weighted	43	7	microgram	per 100g edible portion	weighted	43	0.3	milligram	per 100g edible portion	weighted	43	7	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.7	alpha-tocopherol equivalent	per 100g edible portion	weighted	43	2	milligram	per 100g edible portion	weighted	43	320	milligram	per 100g edible portion	weighted	43	1	milligram	per 100g edible portion	weighted	36	16	milligram	per 100g edible portion	weighted	43	10	milligram	per 100g edible portion	weighted	43	20	milligram	per 100g edible portion	weighted	43	0.4	milligram	per 100g edible portion	weighted	43	0.5	microgram	per 100g edible portion	weighted	36	0.1	milligram	per 100g edible portion	weighted	36	VRAI
